metric,parameter,S1,S1_conf,ST,ST_conf
de_max_deficit_mgd,tau_recovery,0.02328884463517232,0.03147182823373091,0.1312869466213362,0.2016884691986178
de_max_deficit_mgd,q_nj_warning,0.019644622027455653,0.03160830231475419,0.12614273354379663,0.20296433553617324
de_max_deficit_mgd,ierq_max_bg,0.019644622027455653,0.03160830231475419,0.12614273354379663,0.20296433553617324
nyc_ierq_exhaustion_days,alpha_betz_warning,0.41306656356937743,0.3028730463255641,0.886038021048178,0.10541749934238567
nyc_ierq_exhaustion_days,alpha_bm_warning,0.14876479553695568,0.08178945579180807,0.5864616522916518,0.30660238517621824
nyc_ierq_exhaustion_days,m_lb,0.025210957938597258,0.030164805643767858,0.38363304959323075,0.45901533800066474
nyc_ierq_exhaustion_days,tau_recovery,0.02709272954853497,0.029908831961264395,0.3972607216883853,0.44800350059923766
nyc_ierq_exhaustion_days,q_nj_warning,0.025210957938597258,0.030164805643767858,0.38363304959323075,0.45901533800066474
nyc_ierq_exhaustion_days,ierq_max_bg,0.025210957938597258,0.030164805643767858,0.38363304959323075,0.45901533800066474
nyc_ierq_exhaustion_reliability,alpha_betz_warning,0.41306656356935983,0.27743200229734594,0.8860380210481704,0.10377842820931621
nyc_ierq_exhaustion_reliability,alpha_bm_warning,0.14876479553695962,0.08089341618993001,0.5864616522916676,0.2953879172681287
nyc_ierq_exhaustion_reliability,m_lb,0.025210957938596776,0.028554234260289944,0.38363304959324124,0.4345074072454921
nyc_ierq_exhaustion_reliability,tau_recovery,0.02709272954853297,0.027194222258093592,0.39726072168839627,0.42389022991524644
nyc_ierq_exhaustion_reliability,q_nj_warning,0.025210957938596776,0.028554234260289944,0.38363304959324124,0.4345074072454921
nyc_ierq_exhaustion_reliability,ierq_max_bg,0.025210957938596776,0.028554234260289944,0.38363304959324124,0.4345074072454921
pa_depletion_days,alpha_betz_warning,0.746945336710982,0.07001229874169188,0.7613408748829107,0.06424300550199438
pa_depletion_days,alpha_bm_warning,0.23528995796995922,0.04261472923968999,0.2503448844320272,0.023894631105410943
pa_depletion_days,m_lb,-0.0006089675074838921,0.0011085821226713038,9.331338819076169e-05,0.0001698703997879595
pa_depletion_days,tau_recovery,-0.0005932278817409341,0.001102469092119492,9.373481638808643e-05,0.00016982843339136792
pa_depletion_days,q_nj_warning,-0.0006089675074838921,0.0011085821226713038,9.331338819076169e-05,0.0001698703997879595
pa_depletion_days,ierq_max_bg,-0.0006089675074838921,0.0011085821226713038,9.331338819076169e-05,0.0001698703997879595
pa_depletion_reliability,alpha_betz_warning,0.7469453367109822,0.05927815507499918,0.7613408748829106,0.05597067281446892
pa_depletion_reliability,alpha_bm_warning,0.23528995796995922,0.041191840543249265,0.2503448844320271,0.02377631336969812
pa_depletion_reliability,m_lb,-0.000608967507483894,0.001164665103683973,9.331338819076297e-05,0.00017846411441775018
pa_depletion_reliability,tau_recovery,-0.0005932278817409359,0.0011537120025510582,9.373481638808738e-05,0.00017840944667658508
pa_depletion_reliability,q_nj_warning,-0.000608967507483894,0.001164665103683973,9.331338819076297e-05,0.00017846411441775018
pa_depletion_reliability,ierq_max_bg,-0.000608967507483894,0.001164665103683973,9.331338819076297e-05,0.00017846411441775018
pa_min_storage_frac,alpha_betz_warning,0.05120905965537029,0.33604077118720815,0.9740113447667049,0.16741985447105193
pa_min_storage_frac,alpha_bm_warning,0.03545314469196436,0.1780044800736834,0.9554562579417409,0.3379895755929944
pa_min_storage_frac,m_lb,0.01667080659638995,0.016422924796979137,0.9015512658578937,0.8881459066900689
pa_min_storage_frac,tau_recovery,0.016084610028943187,0.032552277193378755,0.9125145588091226,0.7753954882035836
pa_min_storage_frac,q_nj_warning,0.01667080659638995,0.016422924796979137,0.9015512658578937,0.8881459066900689
pa_min_storage_frac,ierq_max_bg,0.01667080659638995,0.016422924796979137,0.9015512658578937,0.8881459066900689
pa_depletion_resiliency,alpha_betz_warning,0.3373573670406524,0.10295019570530296,0.8559291295775546,0.14014242619618994
pa_depletion_resiliency,alpha_bm_warning,0.11438779638579832,0.0745681192613923,0.6524419077241908,0.1322260909999907
